instance_id|date|hour|is_holiday|is_workingday|weather_condition|normalized_temp_actual|normalized_temp_feels_like|normalized_humidity|normalized_wind_speed|casual_users_cnt|registered_users_cnt
14131|2012-08-16|23|No|Yes|clear|0.7|0.6515|0.54|0.1045|58|168
6055|2011-09-14|20|No|Yes|misty|0.72|0.6667|0.58|0.4179|40|221
12712|2012-06-18|20|No|Yes|misty|0.62|0.5909|0.73|0.1343|45|317
15371|2012-10-07|15|No|No|light snow/rain|0.42|0.4242|0.77|0.1343|74|232
2551|2011-04-21|4|No|Yes|misty|0.44|0.4394|0.54|0.4478|2|4
16592|2012-11-29|1|No|Yes|clear|0.22|0.2576|0.64|0.0896|1|15
7441|2011-11-11|15|Yes|No|clear|0.36|0.3333|0.37|0.4179|29|187
16451|2012-11-23|4|No|Yes|clear|0.24|0.2576|0.75|0.1045|1|3
6769|2011-10-14|14|No|Yes|clear|0.62|0.6212|0.43|0.3582|37|119
12664|2012-06-16|20|No|No|misty|0.66|0.6212|0.47|0.194|123|229
2682|2011-04-26|15|No|Yes|clear|0.7|0.6515|0.61|0.3582|34|119
6450|2011-10-01|7|No|No|light snow/rain|0.42|0.4242|0.67|0.2537|6|30
13042|2012-07-02|14|No|Yes|clear|0.86|0.7576|0.34|0.2239|79|151
1046|2011-02-16|7|No|Yes|misty|0.2|0.197|0.55|0.2239|5|103
2645|2011-04-25|2|No|Yes|clear|0.54|0.5152|1.0|0.0896|1|9
4436|2011-07-08|17|No|Yes|light snow/rain|0.66|0.5909|0.89|0.4478|6|161
4488|2011-07-10|21|No|No|clear|0.74|0.6818|0.62|0.2537|65|162
2062|2011-03-31|18|No|Yes|misty|0.3|0.303|0.87|0.1343|12|165
4646|2011-07-17|11|No|No|clear|0.76|0.697|0.55|0.2836|147|244
9113|2012-01-20|14|No|Yes|misty|0.22|0.2121|0.35|0.2985|8|107
3776|2011-06-11|5|No|No|clear|0.68|0.6364|0.74|0.1343|4|12
16363|2012-11-19|12|No|Yes|misty|0.4|0.4091|0.62|0.2836|35|207
5597|2011-08-26|2|No|Yes|clear|0.62|0.5606|0.88|0.1343|4|16
16686|2012-12-03|0|No|Yes|misty|0.42|0.4242|0.82|0.1642|3|18
9298|2012-01-28|7|No|No|clear|0.22|0.2727|0.75|0.0|3|28
7266|2011-11-04|8|No|Yes|misty|0.4|0.4091|0.87|0.3582|8|387
15116|2012-09-27|0|No|Yes|clear|0.6|0.5758|0.78|0.0896|5|60
14367|2012-08-26|19|No|No|misty|0.64|0.5758|0.89|0.1642|80|212
4175|2011-06-27|20|No|Yes|clear|0.7|0.6515|0.65|0.1045|54|251
15212|2012-10-01|0|No|Yes|clear|0.46|0.4545|0.72|0.1045|6|39
9217|2012-01-24|22|No|Yes|clear|0.32|0.3485|0.81|0.0|14|111
15766|2012-10-24|2|No|Yes|clear|0.54|0.5152|0.68|0.0|0|6
11252|2012-04-19|0|No|Yes|light snow/rain|0.42|0.4242|0.77|0.0|5|20
12559|2012-06-12|11|No|Yes|light snow/rain|0.66|0.6061|0.83|0.3582|8|57
10144|2012-03-03|17|No|No|clear|0.5|0.4848|0.23|0.3284|106|279
16674|2012-12-02|12|No|No|misty|0.34|0.3333|0.81|0.1642|111|409
8544|2011-12-27|17|No|Yes|light snow/rain|0.4|0.4091|0.87|0.1343|6|109
16250|2012-11-14|19|No|Yes|clear|0.3|0.303|0.52|0.1642|28|368
984|2011-02-13|15|No|No|misty|0.4|0.4091|0.3|0.2985|40|122
15254|2012-10-02|18|No|Yes|light snow/rain|0.62|0.5455|0.94|0.0896|48|639
5481|2011-08-21|6|No|No|clear|0.66|0.5909|0.89|0.2836|4|10
14828|2012-09-15|0|No|No|clear|0.6|0.5606|0.83|0.1045|38|169
4798|2011-07-23|19|No|No|misty|0.82|0.803|0.59|0.1343|80|137
13104|2012-07-05|4|No|Yes|clear|0.72|0.6667|0.58|0.0|0|7
3663|2011-06-06|12|No|Yes|clear|0.76|0.6667|0.37|0.1642|25|128
16882|2012-12-11|4|No|Yes|misty|0.34|0.3182|0.76|0.2836|0|8
10487|2012-03-18|1|No|No|clear|0.46|0.4545|0.82|0.1343|25|88
6948|2011-10-22|2|No|No|clear|0.4|0.4091|0.62|0.2537|6|25
4658|2011-07-17|23|No|No|clear|0.7|0.6667|0.74|0.1343|39|54
6415|2011-09-29|20|No|Yes|clear|0.6|0.6212|0.53|0.0896|39|234
13405|2012-07-17|17|No|Yes|clear|0.92|0.8182|0.29|0.0|95|675
3151|2011-05-16|4|No|Yes|clear|0.5|0.4848|1.0|0.1343|1|5
11813|2012-05-12|9|No|No|clear|0.54|0.5152|0.49|0.0|87|248
11216|2012-04-17|12|No|Yes|clear|0.6|0.6212|0.33|0.3582|65|179
4814|2011-07-24|11|No|No|clear|0.84|0.803|0.53|0.2537|74|169
9266|2012-01-26|23|No|Yes|misty|0.4|0.4091|0.82|0.0|5|86
5970|2011-09-11|6|No|No|clear|0.58|0.5455|0.88|0.1045|4|16
2940|2011-05-07|9|No|No|clear|0.54|0.5152|0.49|0.2836|54|164
1341|2011-03-01|3|No|Yes|clear|0.22|0.2121|0.69|0.2836|0|2
1392|2011-03-03|6|No|Yes|clear|0.14|0.1212|0.33|0.2985|1|34
12166|2012-05-27|2|No|No|clear|0.64|0.6061|0.73|0.2239|16|45
16301|2012-11-16|22|No|Yes|clear|0.32|0.303|0.53|0.2537|23|139
11625|2012-05-04|13|No|Yes|misty|0.64|0.6061|0.73|0.0|71|207
8803|2012-01-07|14|No|No|clear|0.5|0.4848|0.42|0.2836|156|356
13740|2012-07-31|16|No|Yes|clear|0.76|0.7121|0.58|0.2239|66|336
13888|2012-08-06|20|No|Yes|clear|0.76|0.7273|0.66|0.1642|89|368
11349|2012-04-23|1|No|Yes|light snow/rain|0.34|0.303|0.87|0.3582|1|1
6147|2011-09-18|16|No|No|misty|0.56|0.5303|0.64|0.1642|134|235
9776|2012-02-17|6|No|Yes|misty|0.28|0.2879|0.96|0.1343|1|70
1413|2011-03-04|3|No|Yes|misty|0.18|0.1667|0.74|0.2537|0|1
2257|2011-04-08|21|No|Yes|misty|0.3|0.2879|0.93|0.2537|11|43
13977|2012-08-10|13|No|Yes|misty|0.76|0.7121|0.58|0.3582|66|224
14515|2012-09-01|23|No|No|clear|0.66|0.5909|0.89|0.0896|57|88
6121|2011-09-17|14|No|No|misty|0.52|0.5|0.72|0.194|123|174
2213|2011-04-07|1|No|Yes|clear|0.42|0.4242|0.47|0.1343|2|11
5604|2011-08-26|9|No|Yes|clear|0.7|0.6667|0.74|0.0|39|191
8882|2012-01-10|22|No|Yes|clear|0.3|0.303|0.7|0.0896|10|104
6005|2011-09-12|18|No|Yes|clear|0.7|0.6515|0.54|0.194|56|515
5418|2011-08-18|15|No|Yes|clear|0.8|0.7273|0.46|0.3582|56|118
4939|2011-07-29|16|No|Yes|clear|0.96|0.8636|0.3|0.3881|35|198
3625|2011-06-04|22|No|No|clear|0.64|0.6212|0.57|0.2239|49|141
3159|2011-05-16|12|No|Yes|clear|0.66|0.6212|0.54|0.0896|72|137
4268|2011-07-01|17|No|Yes|clear|0.82|0.697|0.21|0.194|99|362
9159|2012-01-22|12|No|No|misty|0.16|0.1515|0.8|0.2239|24|161
464|2011-01-21|8|No|Yes|clear|0.2|0.1818|0.47|0.3284|7|210
1755|2011-03-18|19|No|Yes|clear|0.66|0.6212|0.44|0.1343|58|132
11587|2012-05-02|23|No|Yes|misty|0.5|0.4848|0.77|0.2537|21|77
11347|2012-04-22|23|No|No|light snow/rain|0.36|0.3182|0.81|0.4627|0|17
6381|2011-09-28|10|No|Yes|misty|0.62|0.5455|0.94|0.0|20|109
3830|2011-06-13|11|No|Yes|clear|0.66|0.6212|0.41|0.2985|53|106
379|2011-01-17|6|Yes|No|misty|0.18|0.1818|0.43|0.194|0|5
12584|2012-06-13|12|No|Yes|misty|0.68|0.6364|0.44|0.4179|93|241
1336|2011-02-28|22|No|Yes|light snow/rain|0.34|0.303|0.93|0.4179|4|72
17298|2012-12-28|14|No|Yes|misty|0.3|0.303|0.49|0.1343|84|177
2717|2011-04-28|2|No|Yes|misty|0.62|0.5758|0.83|0.4478|14|7
12085|2012-05-23|17|No|Yes|light snow/rain|0.64|0.6061|0.69|0.1045|45|240
16239|2012-11-14|8|No|Yes|clear|0.28|0.2576|0.56|0.2985|27|664
16719|2012-12-04|9|No|Yes|clear|0.46|0.4545|0.82|0.1045|19|317
16720|2012-12-04|10|No|Yes|clear|0.46|0.4545|0.82|0.194|26|130
12203|2012-05-28|15|Yes|No|clear|0.82|0.7879|0.56|0.2985|181|279
10004|2012-02-26|20|No|No|clear|0.32|0.3182|0.42|0.1642|9|79
6323|2011-09-26|0|No|Yes|misty|0.62|0.5455|0.94|0.0|6|23
11589|2012-05-03|1|No|Yes|misty|0.46|0.4545|0.88|0.1045|9|15
12319|2012-06-02|11|No|No|clear|0.58|0.5455|0.46|0.2836|179|357
1895|2011-03-24|17|No|Yes|misty|0.3|0.2879|0.7|0.2239|12|221
9400|2012-02-01|13|No|Yes|clear|0.46|0.4545|0.47|0.2239|12|174
4662|2011-07-18|3|No|Yes|clear|0.66|0.6061|0.78|0.194|3|4
12187|2012-05-27|23|No|No|light snow/rain|0.62|0.5758|0.83|0.1343|31|65
7770|2011-11-25|8|No|Yes|clear|0.26|0.2727|0.81|0.1343|6|68
7091|2011-10-28|1|No|Yes|clear|0.32|0.303|0.66|0.2537|7|9
6222|2011-09-21|19|No|Yes|light snow/rain|0.62|0.5455|0.94|0.0|30|253
11497|2012-04-29|5|No|No|clear|0.34|0.3636|0.87|0.0|0|6
9382|2012-01-31|19|No|Yes|clear|0.5|0.4848|0.29|0.2836|22|306
12613|2012-06-14|17|No|Yes|clear|0.72|0.6667|0.48|0.2239|117|750
11730|2012-05-08|22|No|Yes|light snow/rain|0.6|0.5758|0.78|0.2537|13|134
7038|2011-10-25|20|No|Yes|clear|0.46|0.4545|0.67|0.1045|40|208
13031|2012-07-02|3|No|Yes|misty|0.72|0.6667|0.54|0.4179|0|5
10839|2012-04-01|17|No|No|clear|0.52|0.5|0.55|0.2836|232|323
10919|2012-04-05|2|No|Yes|clear|0.46|0.4545|0.33|0.4478|7|11
10941|2012-04-06|0|No|Yes|clear|0.4|0.4091|0.43|0.0|12|49
10877|2012-04-03|8|No|Yes|clear|0.34|0.3636|0.57|0.0|27|577
16742|2012-12-05|8|No|Yes|misty|0.44|0.4394|0.58|0.2836|22|737
14065|2012-08-14|5|No|Yes|misty|0.68|0.6364|0.89|0.194|1|35
3993|2011-06-20|6|No|Yes|light snow/rain|0.6|0.5758|0.78|0.1343|1|25
6692|2011-10-11|9|No|Yes|misty|0.6|0.5909|0.69|0.0|40|195
1031|2011-02-15|15|No|Yes|clear|0.34|0.3333|0.19|0.1642|11|74
9165|2012-01-22|18|No|No|light snow/rain|0.16|0.1818|0.86|0.1045|11|110
2221|2011-04-07|9|No|Yes|misty|0.4|0.4091|0.66|0.1343|15|155
9489|2012-02-05|6|No|No|misty|0.26|0.2424|0.7|0.2537|0|4
16113|2012-11-09|2|No|Yes|clear|0.32|0.303|0.53|0.2537|1|11
16879|2012-12-11|1|No|Yes|clear|0.42|0.4242|0.71|0.4478|1|7
9948|2012-02-24|12|No|Yes|misty|0.4|0.4091|0.76|0.1343|27|201
3794|2011-06-11|23|No|No|clear|0.66|0.6212|0.74|0.1045|24|107
13796|2012-08-03|0|No|Yes|clear|0.72|0.6818|0.7|0.194|15|56
13204|2012-07-09|8|No|Yes|misty|0.66|0.6061|0.83|0.1642|26|429
4328|2011-07-04|5|Yes|No|misty|0.64|0.5758|0.83|0.1343|1|3
16177|2012-11-11|18|No|No|clear|0.52|0.5|0.45|0.1343|102|303
8303|2011-12-17|14|No|No|clear|0.28|0.2576|0.45|0.3582|30|207
17121|2012-12-21|3|No|Yes|light snow/rain|0.46|0.4545|0.94|0.3881|0|3
14719|2012-09-10|11|No|Yes|clear|0.62|0.6212|0.43|0.2985|69|167
7687|2011-11-21|21|No|Yes|light snow/rain|0.4|0.4091|0.87|0.1642|11|103
5732|2011-09-01|6|No|Yes|clear|0.6|0.5758|0.78|0.0|2|103
2918|2011-05-06|11|No|Yes|misty|0.54|0.5152|0.49|0.3284|42|123
5587|2011-08-25|16|No|Yes|clear|0.72|0.7121|0.84|0.0|16|105
15356|2012-10-07|0|No|No|clear|0.44|0.4394|0.62|0.1642|28|99
6327|2011-09-26|4|No|Yes|misty|0.62|0.5455|0.94|0.0896|2|4
1516|2011-03-08|12|No|Yes|misty|0.36|0.3788|0.23|0.0|29|70
17098|2012-12-20|4|No|Yes|misty|0.3|0.3182|0.7|0.0896|0|6
2372|2011-04-13|17|No|Yes|clear|0.46|0.4545|0.67|0.2985|25|284
15909|2012-10-31|13|No|Yes|clear|0.42|0.4242|0.5|0.2239|22|191
2264|2011-04-09|4|No|No|light snow/rain|0.3|0.2727|1.0|0.2537|0|3
4480|2011-07-10|13|No|No|clear|0.8|0.7273|0.46|0.2985|139|228
4240|2011-06-30|13|No|Yes|clear|0.76|0.6667|0.33|0.194|70|162
16083|2012-11-07|19|No|Yes|misty|0.3|0.2727|0.56|0.2985|17|302
15883|2012-10-28|23|No|No|light snow/rain|0.42|0.4242|0.94|0.3582|2|12
894|2011-02-09|17|No|Yes|misty|0.2|0.197|0.34|0.2537|9|157
1491|2011-03-07|11|No|Yes|clear|0.26|0.2121|0.48|0.4478|19|41
15166|2012-09-29|2|No|No|misty|0.54|0.5152|0.56|0.2239|12|80
10043|2012-02-28|11|No|Yes|clear|0.34|0.3182|0.36|0.2537|8|155
12203|2012-05-28|15|Yes|No|clear|0.82|0.7879|0.56|0.2985|181|279
8517|2011-12-26|14|Yes|No|clear|0.38|0.3939|0.4|0.3284|73|80
9408|2012-02-01|21|No|Yes|clear|0.52|0.5|0.52|0.1642|16|217
2934|2011-05-07|3|No|No|clear|0.42|0.4242|0.77|0.0896|9|9
16870|2012-12-10|16|No|Yes|misty|0.5|0.4848|0.88|0.1045|37|308
1130|2011-02-19|19|No|No|clear|0.34|0.303|0.29|0.3582|5|54
732|2011-02-02|20|No|Yes|clear|0.24|0.197|0.48|0.5522|4|71
3085|2011-05-13|10|No|Yes|misty|0.52|0.5|0.83|0.1343|31|99
7298|2011-11-05|16|No|No|clear|0.4|0.4091|0.4|0.2239|128|207
4589|2011-07-15|2|No|Yes|clear|0.6|0.5758|0.78|0.1642|16|22
2796|2011-05-01|9|No|No|misty|0.46|0.4545|0.72|0.1343|45|96
8980|2012-01-15|0|No|No|clear|0.16|0.1364|0.47|0.3284|9|50
7602|2011-11-18|8|No|Yes|clear|0.22|0.2273|0.44|0.194|6|369
799|2011-02-05|17|No|No|misty|0.24|0.2121|1.0|0.2836|14|64
6233|2011-09-22|6|No|Yes|misty|0.6|0.5|1.0|0.1343|7|94
735|2011-02-02|23|No|Yes|clear|0.2|0.1667|0.44|0.4478|3|29
10924|2012-04-05|7|No|Yes|clear|0.34|0.3333|0.49|0.194|15|339
2245|2011-04-08|9|No|Yes|misty|0.36|0.3485|0.76|0.194|17|168
179|2011-01-08|17|No|No|clear|0.16|0.1212|0.37|0.5522|5|64
1175|2011-02-21|17|Yes|No|misty|0.28|0.2576|0.75|0.3881|18|62
14971|2012-09-20|23|No|Yes|clear|0.54|0.5152|0.68|0.1045|17|137
10024|2012-02-27|16|No|Yes|clear|0.54|0.5152|0.26|0.4478|20|266
9831|2012-02-19|13|No|No|clear|0.3|0.303|0.49|0.1642|64|197
791|2011-02-05|9|No|No|light snow/rain|0.2|0.2273|1.0|0.0896|3|17
15188|2012-09-30|0|No|No|clear|0.5|0.4848|0.59|0.0|35|112
14565|2012-09-04|1|No|Yes|clear|0.68|0.6364|0.82|0.1343|15|9
199|2011-01-09|13|No|No|clear|0.2|0.1667|0.34|0.4478|6|69
12887|2012-06-26|3|No|Yes|clear|0.54|0.5152|0.45|0.2836|2|7
7676|2011-11-21|10|No|Yes|misty|0.52|0.5|0.83|0.0|25|110
549|2011-01-25|0|No|Yes|misty|0.16|0.1364|0.69|0.2836|3|6
3340|2011-05-24|1|No|Yes|misty|0.6|0.5152|0.94|0.1642|6|9
11712|2012-05-08|4|No|Yes|misty|0.52|0.5|0.68|0.3284|0|5
11543|2012-05-01|3|No|Yes|misty|0.5|0.4848|0.77|0.0|1|2
7466|2011-11-12|16|No|No|clear|0.52|0.5|0.32|0.2537|137|224
15864|2012-10-28|4|No|No|misty|0.5|0.4848|0.63|0.3582|1|19
10938|2012-04-05|21|No|Yes|clear|0.42|0.4242|0.47|0.194|25|209
10507|2012-03-18|21|No|No|clear|0.52|0.5|0.72|0.0896|44|129
13939|2012-08-08|23|No|Yes|clear|0.72|0.6818|0.7|0.1343|16|120
15600|2012-10-17|4|No|Yes|clear|0.36|0.3636|0.81|0.0896|0|4
7534|2011-11-15|12|No|Yes|misty|0.54|0.5152|0.68|0.0|28|148
67|2011-01-03|21|No|Yes|clear|0.18|0.197|0.64|0.1343|3|49
4713|2011-07-20|6|No|Yes|misty|0.68|0.6364|0.89|0.1045|5|111
5215|2011-08-10|4|No|Yes|clear|0.7|0.6515|0.54|0.1343|1|4
16895|2012-12-11|17|No|Yes|clear|0.32|0.303|0.53|0.2239|21|580
5034|2011-08-02|15|No|Yes|clear|0.9|0.7727|0.25|0.2836|48|120
12792|2012-06-22|4|No|Yes|misty|0.76|0.7273|0.66|0.0|3|7
2573|2011-04-22|2|No|Yes|clear|0.36|0.3333|0.53|0.2985|2|7
12889|2012-06-26|5|No|Yes|clear|0.52|0.5|0.48|0.3881|3|36
13572|2012-07-24|16|No|Yes|clear|0.8|0.7576|0.55|0.2985|86|369
623|2011-01-29|4|No|No|clear|0.16|0.1818|0.69|0.1045|1|2
15643|2012-10-18|23|No|Yes|misty|0.54|0.5152|0.83|0.0|6|111
6223|2011-09-21|20|No|Yes|light snow/rain|0.62|0.5455|0.94|0.0|11|149
788|2011-02-05|6|No|No|light snow/rain|0.2|0.2576|1.0|0.0|0|4
3333|2011-05-23|18|No|Yes|clear|0.7|0.6667|0.74|0.2836|68|385
17242|2012-12-26|6|No|Yes|misty|0.22|0.2121|0.69|0.2239|0|36
6009|2011-09-12|22|No|Yes|clear|0.62|0.5758|0.83|0.1642|16|134
13311|2012-07-13|19|No|Yes|clear|0.74|0.6667|0.51|0.1642|103|385
8335|2011-12-18|22|No|No|clear|0.22|0.2273|0.75|0.194|2|47
16474|2012-11-24|3|No|No|clear|0.28|0.2576|0.41|0.3582|6|5
17205|2012-12-24|16|No|Yes|light snow/rain|0.24|0.2273|0.87|0.2239|6|27
13267|2012-07-11|23|No|Yes|misty|0.7|0.6515|0.58|0.2537|20|132
10935|2012-04-05|18|No|Yes|clear|0.5|0.4848|0.31|0.1045|80|618
516|2011-01-23|14|No|No|clear|0.16|0.1364|0.28|0.3582|17|93
479|2011-01-21|23|No|Yes|clear|0.06|0.0455|0.38|0.3284|0|27
4477|2011-07-10|10|No|No|clear|0.76|0.697|0.55|0.1343|95|173
9972|2012-02-25|12|No|No|clear|0.32|0.2727|0.29|0.6567|41|217
15504|2012-10-13|4|No|No|clear|0.3|0.303|0.65|0.1642|2|9
11100|2012-04-12|16|No|Yes|clear|0.48|0.4697|0.31|0.2836|54|299
6900|2011-10-20|2|No|Yes|clear|0.56|0.5303|0.88|0.4478|0|4
12247|2012-05-30|11|No|Yes|misty|0.66|0.6212|0.65|0.194|53|155
1034|2011-02-15|18|No|Yes|clear|0.3|0.303|0.22|0.1343|14|198
16488|2012-11-24|17|No|No|clear|0.26|0.2273|0.41|0.3881|29|97
2599|2011-04-23|4|No|No|light snow/rain|0.34|0.3636|1.0|0.0|2|3
1515|2011-03-08|11|No|Yes|misty|0.36|0.3485|0.25|0.1642|26|52
6192|2011-09-20|13|No|Yes|misty|0.56|0.5303|0.94|0.1343|22|81
13711|2012-07-30|11|No|Yes|misty|0.78|0.7273|0.55|0.1343|69|146
7238|2011-11-03|4|No|Yes|clear|0.32|0.3333|0.81|0.0896|1|3
5754|2011-09-02|4|No|Yes|clear|0.6|0.5606|0.83|0.0896|2|2
16318|2012-11-17|15|No|No|clear|0.42|0.4242|0.35|0.2985|175|374
16286|2012-11-16|7|No|Yes|misty|0.3|0.303|0.61|0.1642|5|362
8237|2011-12-14|20|No|Yes|misty|0.34|0.3485|0.66|0.1045|6|169
8537|2011-12-27|10|No|Yes|misty|0.32|0.3333|0.66|0.0896|13|47
5522|2011-08-22|23|No|Yes|clear|0.62|0.6212|0.41|0.2537|19|45
1463|2011-03-06|6|No|No|misty|0.42|0.4242|0.94|0.3582|1|1
7916|2011-12-01|11|No|Yes|clear|0.34|0.3182|0.49|0.2537|7|95
1872|2011-03-23|18|No|Yes|light snow/rain|0.38|0.3939|0.82|0.2537|20|218
9153|2012-01-22|6|No|No|misty|0.16|0.1515|0.74|0.2239|0|4
7210|2011-11-02|0|No|Yes|clear|0.32|0.3485|0.87|0.0|0|19
9857|2012-02-20|16|Yes|No|clear|0.36|0.3788|0.29|0.1045|64|216
12670|2012-06-17|2|No|No|clear|0.56|0.5303|0.56|0.0896|19|55
7350|2011-11-07|20|No|Yes|clear|0.4|0.4091|0.71|0.0|17|187
4624|2011-07-16|13|No|No|clear|0.76|0.6818|0.45|0.2985|221|276
14826|2012-09-14|22|No|Yes|clear|0.62|0.5758|0.83|0.194|40|189
4819|2011-07-24|16|No|No|clear|0.9|0.8485|0.42|0.2537|62|187
221|2011-01-10|11|No|Yes|misty|0.16|0.1364|0.47|0.2836|2|28
9954|2012-02-24|18|No|Yes|misty|0.42|0.4242|0.94|0.0|11|289
15751|2012-10-23|11|No|Yes|clear|0.6|0.6212|0.53|0.0|52|201
11324|2012-04-22|0|No|No|misty|0.46|0.4545|0.82|0.194|32|85
2477|2011-04-18|2|No|Yes|clear|0.42|0.4242|0.67|0.1045|14|2
4249|2011-06-30|22|No|Yes|clear|0.7|0.6364|0.42|0.1642|43|164
14445|2012-08-30|1|No|Yes|clear|0.64|0.6061|0.65|0.0|6|17
16838|2012-12-09|8|No|No|light snow/rain|0.4|0.4091|0.87|0.1642|1|68
15866|2012-10-28|6|No|No|misty|0.5|0.4848|0.59|0.3284|7|32
6488|2011-10-02|21|No|No|clear|0.36|0.3485|0.71|0.2239|17|71
13787|2012-08-02|15|No|Yes|clear|0.78|0.7424|0.62|0.4627|68|202
10100|2012-03-01|21|No|Yes|clear|0.42|0.4242|0.47|0.4627|7|190
13708|2012-07-30|8|No|Yes|misty|0.72|0.697|0.74|0.1045|31|720
12221|2012-05-29|9|No|Yes|clear|0.72|0.6818|0.7|0.2537|26|231
5651|2011-08-28|21|No|No|clear|0.66|0.6212|0.61|0.1343|60|126
16786|2012-12-07|4|No|Yes|clear|0.26|0.2727|0.75|0.1045|0|10
14328|2012-08-25|4|No|No|misty|0.66|0.6212|0.69|0.1045|3|9
8053|2011-12-07|4|No|Yes|light snow/rain|0.46|0.4545|1.0|0.1642|0|1
16869|2012-12-10|15|No|Yes|misty|0.5|0.4848|0.87|0.1642|29|207
2882|2011-05-04|23|No|Yes|clear|0.36|0.3485|0.62|0.2239|8|49
1678|2011-03-15|12|No|Yes|misty|0.36|0.3485|0.5|0.2239|32|70
11224|2012-04-17|20|No|Yes|clear|0.6|0.6061|0.23|0.2836|44|358
6061|2011-09-15|2|No|Yes|clear|0.62|0.5909|0.73|0.1045|0|5
902|2011-02-10|1|No|Yes|light snow/rain|0.14|0.1515|0.8|0.1343|0|7
14425|2012-08-29|5|No|Yes|clear|0.6|0.5909|0.73|0.194|3|37
7165|2011-10-31|3|No|Yes|clear|0.24|0.2576|0.87|0.1045|0|3
2297|2011-04-10|13|No|No|clear|0.46|0.4545|0.82|0.1045|121|142
11397|2012-04-25|1|No|Yes|clear|0.42|0.4242|0.41|0.0|8|17
8489|2011-12-25|9|No|No|clear|0.24|0.2424|0.87|0.1642|3|20
9714|2012-02-14|16|No|Yes|clear|0.42|0.4242|0.35|0.2985|15|251
11326|2012-04-22|2|No|No|clear|0.46|0.4545|0.72|0.2836|7|49
11010|2012-04-08|21|No|No|clear|0.52|0.5|0.34|0.2239|53|77
15934|2012-11-01|14|No|Yes|misty|0.4|0.4091|0.5|0.2239|31|154
13968|2012-08-10|4|No|Yes|light snow/rain|0.7|0.6667|0.84|0.2836|0|7
6773|2011-10-14|18|No|Yes|clear|0.54|0.5152|0.39|0.2836|62|361
14958|2012-09-20|10|No|Yes|clear|0.58|0.5455|0.53|0.0896|33|157
7258|2011-11-04|0|No|Yes|misty|0.4|0.4091|0.82|0.0|11|32
2581|2011-04-22|10|No|Yes|misty|0.36|0.3485|0.62|0.194|32|104
7967|2011-12-03|14|No|No|clear|0.36|0.3788|0.46|0.0|92|251
2157|2011-04-04|17|No|Yes|clear|0.74|0.6515|0.23|0.6119|83|283
14021|2012-08-12|9|No|No|clear|0.7|0.6515|0.48|0.2239|64|153
9563|2012-02-08|9|No|Yes|misty|0.24|0.2576|0.7|0.1642|8|245
15245|2012-10-02|9|No|Yes|light snow/rain|0.58|0.5455|0.88|0.1343|3|83
10587|2012-03-22|5|No|Yes|misty|0.48|0.4697|1.0|0.0896|2|32
12295|2012-06-01|11|No|Yes|misty|0.7|0.6667|0.74|0.2836|42|193
11899|2012-05-15|23|No|Yes|light snow/rain|0.56|0.5303|0.88|0.1045|13|58
5255|2011-08-11|20|No|Yes|clear|0.72|0.6515|0.37|0.1343|56|232
682|2011-01-31|17|No|Yes|misty|0.16|0.1515|0.59|0.194|6|155
4531|2011-07-12|16|No|Yes|clear|0.86|0.7879|0.44|0.2836|25|177
3160|2011-05-16|13|No|Yes|clear|0.68|0.6364|0.51|0.0|61|153
13720|2012-07-30|20|No|Yes|clear|0.72|0.6818|0.7|0.2239|78|384
2988|2011-05-09|9|No|Yes|clear|0.54|0.5152|0.56|0.1642|36|142
4909|2011-07-28|10|No|Yes|clear|0.8|0.7576|0.55|0.2836|30|86
1883|2011-03-24|5|No|Yes|misty|0.28|0.2727|0.93|0.2239|1|8
13991|2012-08-11|3|No|No|light snow/rain|0.62|0.5758|0.83|0.1642|2|19
1941|2011-03-26|15|No|No|clear|0.34|0.3333|0.29|0.194|110|109
3297|2011-05-22|6|No|No|clear|0.52|0.5|0.94|0.1045|5|13
3535|2011-06-01|4|No|Yes|misty|0.68|0.6364|0.89|0.2239|0|4
5975|2011-09-11|11|No|No|clear|0.7|0.6515|0.65|0.0|144|258
3730|2011-06-09|7|No|Yes|misty|0.72|0.697|0.79|0.1343|31|283
491|2011-01-22|12|No|No|misty|0.06|0.1061|0.38|0.1045|10|60
5709|2011-08-31|7|No|Yes|clear|0.6|0.5758|0.78|0.0|12|316
1182|2011-02-22|6|No|Yes|misty|0.12|0.1212|0.8|0.2836|0|7
1376|2011-03-02|14|No|Yes|clear|0.52|0.5|0.23|0.2985|21|75
5015|2011-08-01|20|No|Yes|clear|0.72|0.6818|0.62|0.2239|49|256
627|2011-01-29|9|No|No|clear|0.18|0.2121|0.59|0.0896|0|34
4759|2011-07-22|4|No|Yes|clear|0.76|0.7424|0.75|0.1045|8|5
10305|2012-03-10|10|No|No|clear|0.26|0.2273|0.35|0.4179|47|176
13015|2012-07-01|11|No|No|clear|0.88|0.803|0.39|0.2239|121|256
14456|2012-08-30|12|No|Yes|clear|0.76|0.6818|0.45|0.1343|73|221
13818|2012-08-03|22|No|Yes|clear|0.76|0.7273|0.7|0.2537|46|156
16429|2012-11-22|6|Yes|No|clear|0.26|0.2727|0.7|0.1045|2|15
4181|2011-06-28|2|No|Yes|misty|0.66|0.6212|0.74|0.0|2|9
14281|2012-08-23|5|No|Yes|clear|0.62|0.5758|0.83|0.0|1|36
